DHT_TEMP_C,DHT_RH,BME_TEMP_C,BME_RH,Pressure_hPa,RH_ERROR(Target)
26.9,83.1,26.57,79.22,1006.56,3.88
26.9,83.1,26.66,79.34,1006.59,3.76
26.9,82.9,26.68,79.09,1006.61,3.81
26.9,82.8,26.68,79.08,1006.56,3.72
26.9,83,26.71,79.13,1006.63,3.87
26.9,82.9,26.71,79.08,1006.66,3.82
26.9,83,26.77,78.93,1006.63,4.07
27,82.8,26.79,78.66,1006.63,4.14
27,82.7,26.77,78.76,1006.68,3.94
27,82.8,26.75,78.89,1006.7,3.91
26.9,82.7,26.71,78.94,1006.73,3.76
26.9,82.8,26.71,79.06,1006.69,3.74
27,82.8,26.68,79.14,1006.73,3.66
26.9,82.9,26.68,79.23,1006.76,3.67
26.9,83,26.66,79.21,1006.74,3.79
26.9,82.8,26.63,79.23,1006.78,3.57
26.9,83.1,26.61,79.3,1006.81,3.8
26.8,82.9,26.58,79.29,1006.79,3.61
26.8,83,26.57,79.42,1006.82,3.58
26.8,82.9,26.5,79.51,1006.83,3.39
26.8,83.3,26.52,79.65,1006.83,3.65
26.8,83.3,26.54,79.61,1006.83,3.69
26.8,83.2,26.52,79.56,1006.83,3.64
26.8,83.1,26.51,79.62,1006.84,3.48
26.8,83.2,26.5,79.67,1006.86,3.53
26.8,83.3,26.51,79.7,1006.85,3.6
26.8,83.4,26.49,79.73,1006.84,3.67
26.8,83.4,26.47,79.9,1006.86,3.5
26.8,83.4,26.49,79.83,1006.8,3.57
26.8,83.3,26.51,79.72,1006.88,3.58
26.8,83.3,26.51,79.78,1006.88,3.52
26.8,83.5,26.5,79.92,1006.8,3.58
26.8,83.7,26.5,80.06,1006.86,3.64
26.7,83.7,26.48,80.06,1006.86,3.64
26.7,83.7,26.47,80.1,1006.88,3.6
26.7,83.6,26.47,80.11,1006.84,3.49
26.7,83.7,26.46,79.99,1006.92,3.71
26.7,83.7,26.42,80.06,1006.94,3.64
26.7,83.4,26.32,80.31,1006.9,3.09
26.7,83.8,26.4,80.25,1006.89,3.55
26.6,84.2,26.29,81.03,1006.88,3.17
26.6,84.3,26.38,80.84,1006.91,3.46
26.7,84.4,26.45,80.64,1006.89,3.76
26.7,84.2,26.51,80.48,1006.89,3.72
26.7,84.3,26.47,80.56,1006.88,3.74
26.7,84.1,26.57,80.25,1006.87,3.85
26.8,84,26.62,80.15,1006.85,3.85
26.8,83.7,26.59,79.86,1006.84,3.84
26.8,83.7,26.65,79.88,1006.87,3.82
26.8,83.6,26.65,79.55,1006.85,4.05
26.8,83.5,26.63,79.83,1006.87,3.67
26.8,83.4,26.6,79.85,1006.9,3.55
26.8,83.4,26.64,79.7,1006.85,3.7
26.9,83.4,26.67,79.5,1006.89,3.9
26.9,83.2,26.68,79.41,1006.89,3.79
26.9,83.1,26.66,79.41,1006.93,3.69
26.9,83.2,26.64,79.49,1006.96,3.71
26.9,83.1,26.62,79.52,1006.97,3.58
26.9,83.2,26.62,79.53,1006.96,3.67
26.9,83.2,26.6,79.54,1006.98,3.66
26.8,83.3,26.59,79.61,1007,3.69
26.8,83.3,26.61,79.58,1007.03,3.72
26.8,83.2,26.61,79.53,1007.05,3.67
26.8,83,26.52,79.42,1007.03,3.58
26.8,83.2,26.4,80.24,1007.02,2.96
26.8,83.4,26.49,80.04,1007.04,3.36
26.8,83.4,26.54,79.87,1007,3.53
26.9,83.3,26.57,79.88,1007.03,3.42
26.9,83.3,26.61,79.92,1007.08,3.38
26.9,83.1,26.69,79.62,1007.1,3.48
27,83.8,26.77,80.31,1007.11,3.49
27,83.9,26.84,80.11,1007.13,3.79
27.1,83.8,26.85,79.98,1007.12,3.82
27,82.8,26.6,79.81,1007.11,2.99
27,83.9,26.48,81.46,1007.14,2.44
26.9,85.2,26.71,81.44,1007.16,3.76
26.9,84.8,26.78,80.87,1007.16,3.93
26.9,84.7,26.78,80.6,1007.15,4.1
27,84.1,26.77,80.41,1007.13,3.69
27,84.2,26.79,80.52,1007.16,3.68
27,84.2,26.77,80.53,1007.15,3.67
27,84.3,26.82,80.58,1007.13,3.72
27,84.3,26.86,80.39,1007.18,3.91
27,82.8,26.63,79.38,1007.11,3.42
27,84.2,26.71,80.7,1007.14,3.5
27,84.3,26.75,80.82,1007.13,3.48
27,84.3,26.81,80.61,1007.15,3.69
27,83.7,26.76,80.47,1007.15,3.23
27,84.1,26.72,80.6,1007.13,3.5
26.9,83.4,26.42,80.27,1007.13,3.13
26.8,84.7,26.6,81.38,1007.18,3.32
26.9,84.6,26.71,80.96,1007.12,3.64
26.9,84.7,26.78,80.81,1007.17,3.89
27,84.3,26.81,80.43,1007.16,3.87
26.9,84.3,26.82,80.52,1007.22,3.78
27,84,26.81,80.18,1007.18,3.82
26.9,83.9,26.78,80.2,1007.15,3.7
27,83.8,26.79,80.03,1007.17,3.77
27,83.8,26.8,79.93,1007.2,3.87
27,83.8,26.84,79.9,1007.18,3.9
27,83.5,26.83,79.73,1007.17,3.77
27,83.6,26.83,79.82,1007.27,3.78
27,83.6,26.84,79.77,1007.23,3.83
26.7,85.4,27,79.93,1007.44,5.47
26.7,84.2,26.34,80.56,1007.43,3.64
26.5,84.3,25.76,82.35,1007.43,1.95
26.2,85.4,25.47,83.73,1007.46,1.67
26,86.3,25.32,84.4,1007.47,1.9
25.8,87.3,25.08,85.63,1007.49,1.67
25.5,88.6,24.83,86.79,1007.45,1.81
25.4,89.1,24.78,87.17,1007.5,1.93
25.3,89.9,24.75,87.5,1007.5,2.4
25.2,90.1,24.75,87.66,1007.49,2.44
25.2,90.3,24.74,87.69,1007.45,2.61
25.1,90.6,24.7,87.96,1007.47,2.64
25.1,90.8,24.67,88.13,1007.51,2.67
25,91.1,24.66,88.3,1007.51,2.8
25,91.3,24.66,88.47,1007.49,2.83
25,91.3,24.61,88.44,1007.52,2.86
25,91.4,24.6,88.51,1007.47,2.89
24.9,91.4,24.63,88.46,1007.46,2.94
24.9,91.5,24.62,88.59,1007.47,2.91
24.9,91.5,24.62,88.44,1007.5,3.06
25,91.2,24.59,88.41,1007.48,2.79
25,91.5,24.56,88.74,1007.46,2.76
24.9,91.6,24.57,88.8,1007.46,2.8
24.9,91.6,24.59,88.86,1007.43,2.74
25,91.4,24.56,88.72,1007.48,2.68
24.9,91.6,24.58,88.72,1007.5,2.88
24.9,91.5,24.59,88.76,1007.49,2.74
24.9,91.6,24.62,88.65,1007.49,2.95
24.9,91.6,24.65,88.58,1007.51,3.02
25,91.5,24.6,88.67,1007.54,2.83
24.9,91.7,24.55,89.02,1007.51,2.68
24.9,91.6,24.58,88.92,1007.52,2.68
24.9,92,24.61,88.96,1007.53,3.04
24.9,91.9,24.57,89.04,1007.56,2.86
24.9,91.7,24.6,88.85,1007.53,2.85
24.9,91.9,24.6,88.9,1007.6,3
24.9,91.9,24.61,88.94,1007.61,2.96
24.9,91.9,24.52,89.01,1007.56,2.89
24.9,91.8,24.54,88.95,1007.56,2.85
24.9,91.7,24.57,88.78,1007.63,2.92
24.9,91.8,24.55,88.87,1007.65,2.93
24.9,91.8,24.56,88.93,1007.67,2.87
24.9,92,24.57,88.93,1007.64,3.07
24.9,91.8,24.61,88.87,1007.68,2.93
25,91.8,24.61,88.84,1007.66,2.96
24.9,91.7,24.66,88.69,1007.67,3.01
25,91.8,24.68,88.68,1007.67,3.12
25,91.7,24.71,88.57,1007.65,3.13
25,91.5,24.7,88.61,1007.62,2.89
25,91.8,24.67,88.64,1007.66,3.16
25,91.6,24.63,88.69,1007.64,2.91
25,91.5,24.62,88.74,1007.64,2.76
25,91.6,24.62,88.77,1007.58,2.83
25,91.8,24.6,88.9,1007.62,2.9
25,91.6,24.61,88.87,1007.63,2.73
25,91.6,24.57,88.87,1007.59,2.73
24.9,91.5,24.56,88.85,1007.59,2.65
24.9,91.7,24.56,88.96,1007.57,2.74
24.9,91.9,24.53,89.06,1007.58,2.84
24.9,92.1,24.47,89.37,1007.61,2.73
24.8,92.2,24.48,89.44,1007.58,2.76
24.8,92.2,24.49,89.27,1007.59,2.93
24.8,92.2,24.49,89.31,1007.62,2.89
24.8,92.2,24.51,89.25,1007.57,2.95
24.8,92.2,24.52,89.31,1007.61,2.89
24.8,92.3,24.5,89.43,1007.63,2.87
24.8,92.4,24.48,89.44,1007.64,2.96
24.8,92.4,24.54,89.37,1007.68,3.03
24.9,92.3,24.56,89.14,1007.66,3.16
24.9,92.1,24.53,89.1,1007.66,3
24.9,92,24.52,89.12,1007.67,2.88
24.9,92.1,24.63,88.9,1007.65,3.2
25,91.9,24.64,88.87,1007.71,3.03
25,91.8,24.61,88.86,1007.66,2.94
25,91.8,24.6,88.94,1007.67,2.86
25,91.8,24.58,89.05,1007.66,2.75
24.9,91.7,24.53,89.06,1007.71,2.64
24.9,91.9,24.55,89.03,1007.66,2.87
24.9,91.8,24.55,89.02,1007.69,2.78
24.9,91.9,24.57,89.09,1007.66,2.81
24.9,91.7,24.52,89.16,1007.66,2.54
24.9,91.9,24.54,89.13,1007.67,2.77
24.8,92,24.51,89.31,1007.62,2.69
24.8,92.2,24.45,89.5,1007.63,2.7
24.8,92.4,24.42,89.58,1007.6,2.82
24.8,92.6,24.41,89.83,1007.64,2.77
24.8,92.7,24.43,89.85,1007.6,2.85
24.8,92.8,24.45,89.82,1007.59,2.98
24.8,92.7,24.48,89.68,1007.56,3.02
24.8,92.5,24.5,89.58,1007.55,2.92
24.8,92.5,24.52,89.55,1007.52,2.95
24.9,92.5,24.52,89.47,1007.54,3.03
24.8,92.2,24.49,89.5,1007.48,2.7
24.8,92.4,24.49,89.49,1007.47,2.91
24.8,92.2,24.51,89.37,1007.52,2.83
24.9,92.4,24.49,89.47,1007.45,2.93
24.8,92.2,24.46,89.53,1007.49,2.67
24.8,92.3,24.47,89.54,1007.45,2.76
24.8,92.3,24.46,89.55,1007.49,2.75
24.8,92.4,24.47,89.58,1007.48,2.82
24.8,92.4,24.51,89.43,1007.5,2.97
24.8,92.3,24.49,89.36,1007.51,2.94
24.8,92.3,24.53,89.31,1007.52,2.99
24.8,92.2,24.52,89.24,1007.54,2.96
24.8,92.4,24.48,89.42,1007.6,2.98
24.8,92.3,24.46,89.55,1007.62,2.75
24.8,92.3,24.46,89.55,1007.62,2.75
24.8,92.4,24.46,89.63,1007.61,2.77
24.8,92.5,24.49,89.58,1007.63,2.92
24.8,92.4,24.5,89.57,1007.61,2.83
24.8,92.3,24.47,89.6,1007.65,2.7
24.8,92.3,24.48,89.62,1007.67,2.68
24.8,92.4,24.49,89.6,1007.65,2.8
24.8,92.5,24.48,89.66,1007.72,2.84
24.8,92.4,24.49,89.65,1007.71,2.75
24.8,92.3,24.51,89.61,1007.69,2.69
24.9,92.5,24.52,89.61,1007.72,2.89
24.9,92.4,24.54,89.55,1007.66,2.85
24.9,92.5,24.56,89.47,1007.73,3.03
24.9,92.4,24.61,89.49,1007.77,2.91
25,92.4,24.65,89.34,1007.72,3.06
24.9,92.1,24.64,89.26,1007.7,2.84
25,92.2,24.68,89.18,1007.8,3.02
25,92.3,24.68,89.32,1007.79,2.98
25,92.3,24.68,89.27,1007.79,3.03
25,92,24.65,89.13,1007.84,2.87
25,92.1,24.64,89.19,1007.83,2.91
25,91.9,24.6,89.19,1007.79,2.71
25,92,24.63,89.23,1007.78,2.77
25,92.2,24.65,89.28,1007.82,2.92
25,92,24.68,89.21,1007.78,2.79
25,92,24.68,89.18,1007.84,2.82
25,91.9,24.69,89.15,1007.81,2.75
25,92.2,24.68,89.27,1007.83,2.93
25,92,24.67,89.37,1007.85,2.63
25.1,92.1,24.68,89.29,1007.84,2.81
25,92,24.66,89.3,1007.86,2.7
25,92.1,24.67,89.32,1007.9,2.78
25.1,92.1,24.68,89.33,1007.86,2.77
25,92.1,24.68,89.4,1007.88,2.7
25,92,24.69,89.3,1007.89,2.7
25.1,92,24.67,89.34,1007.91,2.66
25.1,91.9,24.68,89.27,1007.9,2.63
25,92,24.68,89.21,1007.89,2.79
25,92,24.69,89.19,1007.92,2.81
25.1,91.9,24.68,89.14,1007.85,2.76
25.1,92,24.68,89.31,1007.82,2.69
25.1,92,24.7,89.21,1007.86,2.79
25,92,24.73,89.2,1007.78,2.8
25.1,92.1,24.71,89.25,1007.86,2.85
25.1,92.1,24.7,89.37,1007.82,2.73
25.1,91.8,24.69,89.25,1007.84,2.55
25,91.7,24.67,89.14,1007.83,2.56
25.1,91.6,24.64,89.11,1007.8,2.49
25,91.6,24.63,89.1,1007.82,2.5
25,91.6,24.61,89.11,1007.85,2.49
25,91.4,24.6,88.98,1007.86,2.42
25,91.6,24.57,89.2,1007.82,2.4
25,92,24.56,89.46,1007.86,2.54
25,91.9,24.58,89.33,1007.82,2.57
24.9,91.9,24.55,89.36,1007.86,2.54
25,91.9,24.57,89.22,1007.8,2.68
24.9,91.7,24.53,89.3,1007.8,2.4
24.9,91.9,24.5,89.49,1007.88,2.41
24.9,92,24.51,89.53,1007.88,2.47
24.9,92.1,24.5,89.4,1007.89,2.7
24.9,91.8,24.49,89.4,1007.88,2.4
24.9,91.9,24.48,89.49,1007.89,2.41
24.9,92.1,24.47,89.68,1007.86,2.42
24.9,92.2,24.46,89.67,1007.85,2.53
24.8,92.3,24.47,89.62,1007.89,2.68
24.9,92.2,24.48,89.62,1007.86,2.58
24.9,92.4,24.47,89.74,1007.9,2.66
24.8,92.4,24.48,89.73,1007.9,2.67
24.8,92.5,24.49,89.73,1007.89,2.77
24.8,92.4,24.48,89.77,1007.9,2.63
24.8,92.5,24.49,89.77,1007.83,2.73
24.8,92.3,24.47,89.73,1007.89,2.57
33.6,63.1,36.7,48.09,1010.49,15.01
34.6,62.5,37.81,45.07,1010.5,17.43
35.9,58,39.6,40.37,1010.52,17.63
36.8,58.2,40.32,40.77,1010.47,17.43
36.7,56,39.68,39.81,1010.5,16.19
36,57.2,38.78,41.4,1010.5,15.8
35.3,58.2,37.21,44.54,1010.46,13.66
35.4,58.6,37.35,45.01,1010.36,13.59
35.9,55.6,37.95,41.89,1010.42,13.71
36.5,55.1,38.54,41.22,1010.4,13.88
37.2,54.6,39.41,39.69,1010.46,14.91
37.8,52.9,39.65,38.77,1010.41,14.13
38.1,53,39.86,38.95,1010.41,14.05
38.3,50.9,39.73,37.76,1010.44,13.14
36.7,55.4,37.78,43.33,1010.37,12.07
36.7,54.8,38.64,40.87,1010.34,13.93
37.3,53.5,39.45,38.6,1010.34,14.9
37.9,51.2,40,36.96,1010.38,14.24
37.8,52,39.43,38.23,1010.36,13.77
36.6,53.8,37.4,42.41,1010.27,11.39
35.7,56.1,35.99,46.03,1010.28,10.07
34.6,59.6,34.66,50.38,1010.32,9.22
33.7,61.2,34.06,51.76,1010.26,9.44
33.2,62.7,33.85,52.37,1010.26,10.33
32.8,64.8,33.62,54.21,1010.25,10.59
32.7,65.4,33.45,55.22,1010.21,10.18
33,63.8,33.96,52.97,1010.22,10.83
34.1,61.6,35.69,48.9,1010.22,12.7
35.1,58.2,36.85,45.14,1010.24,13.06
35.9,56.7,38.46,42.3,1010.27,14.4
36.9,55.8,39.16,41.05,1010.3,14.75
37.7,52.7,39.56,38.63,1010.29,14.07
38.1,52.5,39.73,39.09,1010.32,13.41
38.3,50.5,39.29,38.42,1010.31,12.08
38.3,51.3,39.34,39.08,1010.31,12.22
38.3,51.6,39.67,38.86,1010.3,12.74
38.2,50.7,39.01,39.12,1010.25,11.58
38.3,50.7,39.4,38.26,1010.31,12.44
38.3,50.8,39.6,38.01,1010.28,12.79
38.4,51.1,39.82,37.98,1010.27,13.12
38.5,50.4,40.2,37.06,1010.26,13.34
38.7,50.1,40.81,35.72,1010.24,14.38
39,49.5,41.39,34.62,1010.22,14.88
38.2,52.7,40.66,37.58,1010.18,15.12
37.4,53.6,39.49,39.08,1010.17,14.52
36.1,55.1,37.25,43.1,1010.09,12
35.1,58,36.01,46.65,1010.07,11.35
35.1,58.1,36.53,46.05,1010.09,12.05
35.5,57.6,37.55,43.69,1010.14,13.91
36.4,55.8,38.63,41.12,1010.18,14.68
37.5,54,39.98,38.74,1010.17,15.26
38.2,53.3,40.94,37.22,1010.13,16.08
38.9,51.2,41.76,35.4,1010.12,15.8
38.7,51.6,40.99,36.53,1010.18,15.07
38,51.3,39.19,38.73,1010.13,12.57
37.1,53.8,38.15,41.33,1010.03,12.47
36.1,56.8,37.52,44.25,1010,12.55
35.4,56.5,36.46,45.27,1010.01,11.23
34.9,58.6,36.1,46.77,1009.92,11.83
35,58.9,36.53,46.13,1009.99,12.77
35.8,57.1,37.88,43.14,1009.96,13.96
36.7,53.8,38.64,40.01,1009.97,13.79
37.6,53.5,39.83,38.63,1010,14.87
38.3,52.7,40.68,37.47,1009.97,15.23
38.7,51,40.5,36.83,1009.97,14.17
38.7,49.1,39.69,36.82,1009.99,12.28
38.6,49.1,39.29,37.49,1010,11.61
38.6,49.3,39.59,36.71,1009.95,12.59
38.9,48.4,41.06,34.09,1009.93,14.31
39.3,49.4,41.9,34.05,1009.92,15.35
39.7,48.9,42.31,33.71,1009.95,15.19
40,47.4,42.28,32.87,1009.96,14.53
40.1,47.7,42.29,33.17,1009.94,14.53
39.7,46.2,40.38,34.24,1009.95,11.96
39.2,46.9,39.82,35.15,1010,11.75
38.9,47,39.65,35.36,1009.99,11.64
39,47.2,40.68,33.8,1009.9,13.4
39.4,47.5,41.56,33.17,1009.95,14.33
39.8,47.7,41.91,33.28,1009.93,14.42
40.3,46.7,42.12,32.67,1009.94,14.03
40.5,46.8,41.93,33.62,1009.94,13.18
40.2,47.7,41.29,34.85,1009.88,12.85
39.4,49.2,40.26,37.13,1009.94,12.07
39.8,47.7,40.79,35.49,1009.92,12.21
39.9,47.2,40.25,35.99,1009.92,11.21
39.2,48.4,39.69,37.29,1009.87,11.11
37.7,51.2,37.92,40.64,1009.81,10.56
36.3,52.9,37.25,41.7,1009.78,11.2
35.6,56,36.88,43.84,1009.75,12.16
34.9,56.9,35.67,46.11,1009.73,10.79
34.4,59.7,35.32,48.56,1009.69,11.14
33.9,59.9,34.92,48.32,1009.71,11.58
33.6,62.9,34.38,51.96,1009.75,10.94
33.3,63.9,34.05,53.33,1009.75,10.57
33.1,64.4,33.95,53.59,1009.73,10.81
33,63.1,33.94,52.21,1009.77,10.89
32.8,63.4,33.57,52.72,1009.7,10.68
32.7,64,33.31,54.04,1009.73,9.96
32.6,65.1,33.4,54.53,1009.69,10.57
32.7,65.1,33.61,54.49,1009.69,10.61
32.7,65.9,33.75,55.18,1009.72,10.72
32.7,64.7,33.34,54.63,1009.69,10.07
32.5,65.5,33.37,55.42,1009.68,10.08
32.5,65.5,33.36,55.14,1009.69,10.36
32.5,65.4,33.16,55.76,1009.72,9.64
32.5,65.5,33.07,56.03,1009.65,9.47
32.4,65.1,32.89,55.46,1009.66,9.64
32.2,63.7,32.3,55.45,1009.63,8.25
32.1,65.5,32.43,56.87,1009.63,8.63
32,66,32.6,56.44,1009.67,9.56
31.9,65.1,32.09,57,1009.64,8.1
31.8,66.3,31.9,58.13,1009.6,8.17
31.7,66.9,32.01,58.54,1009.61,8.36
31.6,67,31.75,59.17,1009.63,7.83
31.6,68.4,31.7,60.3,1009.61,8.1
32.1,67.2,32.43,58.67,1009.61,8.53
32.3,65.9,32.84,56.68,1009.56,9.22
33.3,64.7,34.1,54.23,1009.67,10.47
34.3,61.5,35.17,50.61,1009.7,10.89
35.3,58.5,36.65,46.33,1009.64,12.17
36.1,57.9,37.58,45.43,1009.68,12.47
37.1,54.7,38.31,42.31,1009.65,12.39
37.9,53.6,39.15,41.06,1009.69,12.54
38.3,52,39.53,39.27,1009.67,12.73
38.7,51.4,39.92,38.59,1009.63,12.81
39.1,51.2,40.46,37.88,1009.65,13.32
39.4,50,40.68,37.22,1009.65,12.78
39.3,48.9,39.74,37.81,1009.66,11.09
39,48.8,39.37,37.66,1009.65,11.14
39,49.4,39.89,37.47,1009.59,11.93
38.6,50.4,40.16,37.11,1009.6,13.29
38.4,52.3,40.62,37.99,1009.55,14.31
37.6,53.9,39.37,39.69,1009.53,14.21
36.6,55.5,38.24,42.31,1009.52,13.19
36,57.1,38.07,42.72,1009.5,14.38
35.7,57.8,37.89,43.5,1009.53,14.3
35.6,57.5,37.66,43.32,1009.46,14.18
35.2,59.7,37.27,46.09,1009.5,13.61
34.6,61.1,36.42,47.64,1009.48,13.46
34.2,62.1,36.2,48.03,1009.43,14.07
34.3,61.9,36.16,47.82,1009.42,14.08
35.2,57.4,37.45,43.12,1009.44,14.28
32.2,64.9,32.59,56.12,1008.67,8.78
32.2,65.6,32.52,56.77,1008.68,8.83
32.1,65,32.46,56.03,1008.65,8.97
32.1,66.6,32.55,57.37,1008.62,9.23
32.1,66.7,32.66,57.21,1008.62,9.49
32.1,66.2,32.67,56.88,1008.59,9.32
32.1,66.5,32.63,57.12,1008.59,9.38
32,66.5,32.51,57.66,1008.55,8.84
32,67.2,32.52,57.88,1008.57,9.32
32,66.9,32.4,58.36,1008.59,8.54
32,67.5,32.41,58.47,1008.57,9.03
32,67.5,32.36,58.71,1008.57,8.79
32,66.8,32.23,58.76,1008.56,8.04
32.5,66.6,32.77,58.23,1008.58,8.37
33.2,65.5,33.98,55.26,1008.58,10.24
34.1,61.8,34.95,51.05,1008.56,10.75
34.8,61.2,35.84,50.08,1008.51,11.12
35.5,58.8,36.53,47.38,1008.57,11.42
36.1,57.3,37.49,45.44,1008.55,11.86
36.7,56.3,38.34,43.55,1008.57,12.75
37.6,56.1,39.63,41.43,1008.54,14.67
38,50.9,39.27,38.3,1008.53,12.6
38.1,51.7,39.41,39.07,1008.54,12.63
38.3,51,39.49,38.28,1008.52,12.72
38.5,50.4,39.79,37.81,1008.53,12.59
38.4,49.7,38.84,38.68,1008.54,11.02
38.4,51,38.93,39.86,1008.53,11.14
38.6,51.4,39.27,39.82,1008.49,11.58
38.9,50.9,39.71,39.1,1008.47,11.8
39.2,50.9,40.17,38.86,1008.46,12.04
38.5,50.5,39.31,38.98,1008.42,11.52
38.6,52.3,40.22,38.83,1008.44,13.47
39.1,51.1,40.84,37.4,1008.44,13.7
39.5,50.6,40.87,37.26,1008.41,13.34
39.5,50.3,41.18,36.63,1008.41,13.67
39.4,50,41.09,36.48,1008.42,13.52
38.6,50.4,39.54,38.25,1008.43,12.15
37.7,52.4,37.96,41.24,1008.42,11.16
36.6,53.3,37.69,41.82,1008.39,11.48
36.1,55.9,37.58,43.32,1008.37,12.58
35.7,55.2,36.85,43.36,1008.38,11.84
35.1,55.4,35.83,44.72,1008.36,10.68
34.7,57.1,35.67,46.2,1008.35,10.9
34.7,57.4,35.77,46.33,1008.33,11.07
35.2,56.5,36.14,45.63,1008.29,10.87
35.9,56.1,37.63,43.24,1008.33,12.86
36.7,52.7,37.89,40.77,1008.34,11.93
37.2,52.9,38.21,40.99,1008.28,11.91
37.6,52.2,38.76,39.56,1008.25,12.64
38,51.4,39.32,38.72,1008.24,12.68
38.3,52.2,39.67,39.5,1008.19,12.7
38.7,51.2,39.9,38.67,1008.15,12.53
39.1,50.3,40.08,37.7,1008.14,12.6
39.3,50.7,40.78,37.82,1008.16,12.88
39.4,49.5,40.37,37.73,1008.14,11.77
39.3,49.2,40.2,37.51,1008.13,11.69
39.2,51.8,39.82,40.61,1008.07,11.19
38.9,48.8,39.59,37.67,1008.1,11.13
37.4,50.4,37.06,41.2,1008,9.2
37,52.1,36.88,42.85,1008.03,9.25
37.4,52.5,37.89,41.77,1008.05,10.73
37.8,51.7,38.54,40.35,1008.05,11.35
38.1,52.9,39.61,40.26,1007.99,12.64
38.5,51.4,39.89,38.17,1008.01,13.23
38.3,50.6,39.43,38.55,1007.98,12.05
37.9,51.4,38.97,38.93,1007.96,12.47
37.4,51.5,38.01,40.3,1007.97,11.2
36.6,53.4,36.99,43.04,1007.89,10.36
36.1,56.7,37.16,44.67,1007.97,12.03
35.8,54.9,36.33,44.42,1007.91,10.48
35.6,57.4,36.83,45.46,1007.9,11.94
35.6,57.5,37.14,45.05,1007.87,12.45
35.3,57.5,36.66,45.31,1007.83,12.19
35.2,58.7,36.71,46.58,1007.83,12.12
35,59.5,36.63,46.68,1007.89,12.82
34.9,60.2,36.39,47.2,1007.83,13
34.7,60.3,36.13,47.72,1007.83,12.58
34.5,60,35.82,48.26,1007.8,11.74
34.3,60.9,35.28,49.52,1007.78,11.38
34.1,61.3,34.99,50.11,1007.78,11.19
33.9,61.8,34.82,50.89,1007.76,10.91
33.8,61.6,34.66,50.84,1007.75,10.76
33.6,62.8,34.5,51.71,1007.76,11.09
33.4,64.2,34.34,53.36,1007.71,10.84
33.5,62.9,34.55,51.42,1007.68,11.48
33.6,63.7,34.98,51.51,1007.65,12.19
33.7,64.9,35.07,53.16,1007.66,11.74
34.2,63,35.55,50.7,1007.68,12.3
34.5,61.6,35.73,49.68,1007.64,11.92
34.6,61.3,35.99,48.99,1007.68,12.31
34.9,60.2,36.59,47.21,1007.68,12.99
35.3,58.3,36.9,45.8,1007.68,12.5
36,57.2,37.26,45.12,1007.66,12.08
36.5,56.3,37.91,44,1007.65,12.3
36,56.8,37.75,43.9,1007.66,12.9
35.7,58.1,37.47,44.91,1007.65,13.19
35.4,59.9,36.56,47.72,1007.59,12.18
34.9,58.8,36.31,46.73,1007.57,12.07
34.6,60.1,36.01,47.65,1007.6,12.45
34.4,63.7,36.03,50.99,1007.57,12.71
34.2,61.9,35.65,49.37,1007.56,12.53
34,61.9,35.25,50.15,1007.61,11.75
33.9,61.9,35.14,50.28,1007.61,11.62
33.8,61.9,35.01,50.32,1007.58,11.58
34,61.5,34.94,49.82,1007.56,11.68
34.7,61.3,36.2,49.19,1007.57,12.11
35.7,57.7,37.71,43.83,1007.6,13.87
36.5,57,39,42.01,1007.58,14.99
37.7,56.5,40.14,40.79,1007.51,15.71
37.1,55.2,39.2,41.04,1007.51,14.16
36.6,56.8,38.93,42.09,1007.51,14.71
36.1,57.2,37.32,44.73,1007.5,12.47
35.4,57.5,36.45,45.96,1007.5,11.54
34.9,57.7,35.96,46.32,1007.48,11.38
34.6,59.6,35.61,48.05,1007.45,11.55
34.2,61.4,35.17,50.2,1007.49,11.2
34,62,35.09,50.34,1007.47,11.66
33.7,61.6,34.71,50.54,1007.43,11.06
33.4,63.2,34.36,52.04,1007.41,11.16
33.2,64.5,34.39,52.75,1007.4,11.75
33.1,64.3,34.3,52.55,1007.42,11.75
33,65.8,34.68,52.94,1007.39,12.86
33,64.8,34.67,51.61,1007.39,13.19
33,65.8,34.56,53.38,1007.4,12.42
33,65.1,34.46,52.49,1007.36,12.61
33,64.7,34.13,52.98,1007.37,11.72
32.9,65.4,33.84,53.98,1007.36,11.42
32.8,66.2,33.75,55.29,1007.38,10.91
32.7,65.2,33.69,54.49,1007.33,10.71
32.7,65.4,33.54,54.99,1007.36,10.41
32.6,66.2,33.22,56.51,1007.36,9.69
32.4,66.2,32.87,57.04,1007.36,9.16
32.3,66.5,32.77,57.13,1007.34,9.37
32.2,66,32.73,56.47,1007.35,9.53
32.1,66.6,32.54,57.53,1007.37,9.07
32,67.3,32.23,58.74,1007.29,8.56
31.8,68.1,31.96,59.92,1007.32,8.18
31.7,68.7,31.87,60.49,1007.26,8.21
31.6,69,32,60.5,1007.3,8.5
31.5,69,31.64,61.12,1007.27,7.88
31.3,69.8,31.54,61.77,1007.29,8.03
31.2,70,31.37,62.44,1007.29,7.56
31.1,69.8,31.14,62.48,1007.27,7.32
31.1,70.2,31.23,62.72,1007.29,7.48
31.1,71.2,31.21,63.43,1007.35,7.77
31.1,71,31.43,62.74,1007.32,8.26
31.1,69.3,31.41,61.48,1007.3,7.82
31.2,69.7,31.46,61.56,1007.33,8.14
31.2,70.4,31.47,62.68,1007.32,7.72
